Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
Dropsy,2015.0,"Tendershoot,AJollyCorpse",Adventure;Point-and-Click,PC,80.0,7.4,No Online Multiplayer
Company of Heroes 2: The British Forces,2015.0,"Relic,RelicEntertainment",Strategy;Real-Time;General,PC,80.0,6.1,not specified
Brutal Legend,2013.0,DoubleFineProductions,Action;General;Action Adventure;Fantasy;General;Fantasy;Open-World,PC,80.0,7.8,not specified
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,2016.0,TelltaleGames,Action;General;Adventure;Point-and-Click,PlayStation4,80.0,7.0,not specified
Prison Architect,2016.0,"Introversion,DoubleEleven",Strategy;General;Management;Business / Tycoon,PlayStation4,80.0,7.1,not specified
La-Mulana (Remake),2012.0,Nigoro,Action;Platformer;2D,PC,80.0,7.1,not specified
Wonder Boy: The Dragon's Trap,2017.0,Lizardcube,Action Adventure;General,XboxOne,80.0,7.9,not specified
Dishonored: Definitive Edition,2015.0,ArkaneStudios,Action Adventure;General,PlayStation4,80.0,7.3,No Online Multiplayer
MLB 15: The Show,2015.0,SCEASanDiegoStudios,Traditional;Sports;Team;Baseball;Sim,PlayStation4,80.0,7.7,not specified
Dishonored: The Knife of Dunwall,2013.0,ArkaneStudios,Action Adventure;Modern;General;Modern,PC,80.0,8.3,not specified
Company of Heroes 2,2013.0,Relic,Strategy;Real-Time;Historic;General;Historic,PC,80.0,2.1,not specified
RiME,2017.0,TequilaWorks,General;Action;Adventure;General;3D;Third-Person,PlayStation4,80.0,7.7,not specified
Natural Selection 2,2012.0,UnknownWorldsEntertainment,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,80.0,8.5,Online Multiplayer
Crash Bandicoot N. Sane Trilogy,2017.0,VicariousVisions,Miscellaneous;Compilation,PlayStation4,80.0,8.7,No Online Multiplayer
The Legend of Heroes: Trails of Cold Steel,2017.0,Falcom,Role-Playing;Japanese-Style,PC,80.0,8.5,No Online Multiplayer
BioShock: The Collection,2016.0,2KGames,Action;Miscellaneous;Shooter;Compilation;First-Person;Arcade,PC,80.0,6.8,not specified
Samorost 3,2016.0,AmanitaDesign,General;Adventure;General;Point-and-Click,PC,80.0,8.1,not specified
Game of Thrones: Episode Six - The Ice Dragon,2015.0,TelltaleGames,Action;General;Adventure;Point-and-Click,XboxOne,80.0,7.8,not specified
The Sims 3: Into the Future,2013.0,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,80.0,5.4,not specified
Borderlands 2: Captain Scarlett and Her Pirate's Booty,2012.0,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,80.0,7.4,not specified
Danganronpa: Trigger Happy Havoc,2014.0,SpikeChunsoft,Action Adventure;Adventure;Horror;Survival;Visual Novel,PlayStationVita,80.0,8.2,No Online Multiplayer
Tales From The Borderlands: Episode 1 - Zer0 Sum,2014.0,TelltaleGames,Miscellaneous;General;Adventure;General,PlayStation4,80.0,7.9,not specified
Mega Man Legacy Collection,2015.0,DigitalEclipse,Miscellaneous;Compilation,XboxOne,80.0,7.0,not specified
Icewind Dale: Enhanced Edition,2014.0,"BlackIsleStudios,Beamdog,OverhaulGames",Role-Playing;PC-style RPG;Western-Style,PC,80.0,7.2,not specified
Gravity Rush 2,2017.0,SCEJapanStudio,Action;Platformer;3D,PlayStation4,80.0,8.3,No Online Multiplayer
Far Cry 4,2014.0,UbisoftMontreal,Action;Shooter;First-Person;Modern;Arcade,PC,80.0,6.8,not specified
Super Time Force Ultra,2014.0,CapyGames,Action;Platformer;Shooter;2D;Scrolling;Shoot-'Em-Up;Vertical,PC,80.0,6.5,No Online Multiplayer
Super Mega Baseball: Extra Innings,2015.0,MetalheadSoftware,Sports;Team;Baseball;Arcade,XboxOne,80.0,7.1,not specified
Skylanders Giants,2012.0,VicariousVisions,Action;Platformer;Platformer;3D;3D,WiiU,80.0,6.4,not specified
Score Rush Extended,2016.0,XonaGames,Action;Shooter;Shoot-'Em-Up;Top-Down,PlayStation4,80.0,7.5,not specified
Need for Speed: Rivals,2013.0,GhostGames,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation4,80.0,6.2,Up to 6 
NHL 16,2015.0,"EASports,EACanada",Sports;Team;Ice Hockey;Sim,XboxOne,80.0,6.1,not specified
Hand of Fate,2015.0,DefiantDevelopment,Role-Playing;Miscellaneous;General;Board / Card Game,XboxOne,80.0,7.3,not specified
Ghost 1.0,2016.0,@unepic_fran,Action Adventure;Open-World,PC,80.0,7.4,No Online Multiplayer
Aaero,2017.0,MadFellowsLtd,Action;Shooter;Rail,XboxOne,80.0,7.8,No Online Multiplayer
Grim Fandango Remastered,2015.0,DoubleFineProductions,General;Adventure;3D;Third-Person;Fantasy,PlayStation4,80.0,7.7,not specified
Tooth and Tail,2017.0,PocketwatchGames,Strategy;Real-Time;General,PC,80.0,7.5,Online Multiplayer
Fallen Enchantress: Legendary Heroes,2013.0,Stardock,Strategy;Turn-Based;Fantasy;General;4X,PC,80.0,7.7,No Online Multiplayer
Dragon's Dogma: Dark Arisen,2017.0,Capcom,Role-Playing;Action RPG,XboxOne,80.0,8.2,No Online Multiplayer
Danganronpa V3: Killing Harmony,2017.0,SpikeChunsoft,Adventure;Visual Novel,PlayStationVita,80.0,7.8,2 
Star Wars Pinball: Heroes Within,2014.0,ZenStudios,Action;Miscellaneous;Parlor;Pinball,PlayStation4,80.0,5.2,not specified
The Walking Dead: Episode 4 - Around Every Corner,2012.0,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,80.0,8.5,not specified
Ultimate Marvel vs. Capcom 3,2012.0,Capcom,Action;Fighting;Fighting;2D;2D,PlayStationVita,80.0,7.8,not specified
The Sims 4: Cats & Dogs,2017.0,Maxis,Simulation;Virtual;Virtual Life,PC,80.0,4.3,not specified
Wasteland 2: Director's Cut,2015.0,InXileEntertainment,Role-Playing;Western-Style,PlayStation4,80.0,7.6,No Online Multiplayer
F1 2012,2012.0,Codemasters,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,80.0,7.1,not specified
Nidhogg 2,2017.0,Messhof,Action;General,PC,80.0,6.1,Online Multiplayer
The Turing Test,2016.0,BulkheadInteractive,Action;Shooter;First-Person;Arcade,XboxOne,80.0,7.7,not specified
LEGO City Undercover,2013.0,TTGames,Action Adventure;Fantasy;General;Fantasy;Open-World,WiiU,80.0,8.3,No Online Multiplayer
Luftrausers,2014.0,Vlambeer,General;Action;General;Shooter;Shoot-'Em-Up;Top-Down,PC,80.0,6.8,not specified
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,2013.0,CyberConnect2,Action;Fighting;Fighting;3D;3D,PC,80.0,8.1,Online Multiplayer
Stealth Bastard Deluxe,2012.0,CurveStudios,Action;Platformer;Platformer;2D;2D,PC,80.0,8.2,No Online Multiplayer
Stacking,2012.0,DoubleFineProductions,Miscellaneous;Puzzle;Action;Puzzle;Action,PC,80.0,7.9,1 Player
Age of Wonders III,2014.0,TriumphStudios,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,80.0,8.0,not specified
Life is Strange: Episode 3 - Chaos Theory,2015.0,DONTNODEntertainment,Action Adventure;General,PC,80.0,8.9,not specified
The Legend of Heroes: Trails in the Sky SC,2015.0,Falcom,Console-style RPG;Role-Playing;Japanese-Style,PC,80.0,8.5,No Online Multiplayer
inFamous: Second Son,2014.0,SuckerPunch,Sci-Fi;Action Adventure;Sci-Fi;Open-World,PlayStation4,80.0,8.0,No Online Multiplayer
Guitar Hero Live,2015.0,FreeStyleGames,Action;Rhythm;Music,PlayStation4,80.0,6.1,not specified
Tom Clancy's The Division,2016.0,MassiveEntertainment,Shooter;Modern;Modern;Action;Shooter;Third-Person;Tactical;Arcade,XboxOne,80.0,6.9,Up to 16 
Proteus,2013.0,EdKeyandDavidKanaga,Adventure;General;General;3D;First-Person;Fantasy,PC,80.0,5.6,not specified
Life is Strange: Before the Storm - Episode 1: Awake,2017.0,DeckNineGames,Action Adventure;General,PC,80.0,7.9,not specified
Candle,2016.0,TekuStudios,Action;Platformer;Platformer;2D;2D,PC,80.0,7.7,No Online Multiplayer
Madden NFL 15,2014.0,EASports,Sports;Traditional;Team;Football;Sim,XboxOne,80.0,6.3,not specified
1979 Revolution: Black Friday,2016.0,"N-FusionInteractiveEntertainmentCorp.,iNKStories",Adventure;General,PC,80.0,7.7,No Online Multiplayer
Ys Seven,2017.0,Falcom,Role-Playing;Action RPG,PC,80.0,7.8,No Online Multiplayer
Pinball FX2 VR,2016.0,ZenStudios,Action;Miscellaneous;General;Pinball,PlayStation4,80.0,6.7,not specified
Cities: Skylines - Natural Disasters,2016.0,ColossalOrder,Strategy;Management;Government,PC,80.0,6.1,not specified
The Evil Within: The Assignment,2015.0,TangoGameworks,Action Adventure;Survival,PlayStation4,80.0,8.7,not specified
Wargame: AirLand Battle,2013.0,EugenSystems,Strategy;Real-Time;Historic;Historic;Tactics,PC,80.0,8.1,not specified
Football Manager 2015,2014.0,SportsInteractive,Sports;Traditional;Team;Soccer;Management,PC,80.0,6.1,not specified
Tom Clancy's The Division,2016.0,MassiveEntertainment,Shooter;Modern;Modern;Action;Shooter;Third-Person;Tactical;Arcade,PlayStation4,80.0,7.0,Up to 24 
Dead or Alive 5 Plus,2013.0,TeamNinja,Action;Fighting;Fighting;3D;3D,PlayStationVita,80.0,8.0,2 
Downwell,2016.0,Moppin,Action;General,PlayStation4,80.0,7.2,not specified
Axiom Verge,2015.0,TomHapp,Action Adventure;Sci-Fi;Sci-Fi;General,PC,80.0,8.1,No Online Multiplayer
Rabi-Ribi,2017.0,CreSpirit,Action;Platformer;2D,PlayStation4,80.0,7.1,not specified
Batman: The Enemy Within - The Telltale Series,2017.0,TelltaleGames,Adventure;Point-and-Click,PC,80.0,6.0,No Online Multiplayer
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,2016.0,TelltaleGames,Action;Adventure;General;Point-and-Click,PlayStation4,80.0,6.6,not specified
King's Quest Chapter 1: A Knight to Remember,2015.0,TheOddGentlemen,Adventure;General,XboxOne,80.0,7.8,not specified
Nobunaga's Ambition: Sphere of Influence,2015.0,KoeiTecmoGames,Strategy;Turn-Based;General,PlayStation4,80.0,7.5,No Online Multiplayer
Game of Thrones: Episode Four - Sons of Winter,2015.0,TelltaleGames,Action;Adventure;General;Point-and-Click,XboxOne,80.0,7.1,not specified
Dungeons & Dragons: Chronicles of Mystara,2013.0,IronGalaxyStudios,Action;Miscellaneous;Beat-'Em-Up;Compilation,PC,80.0,6.7,not specified
Elite: Dangerous,2015.0,FrontierDevelopments,Simulation;Space;Civilian,XboxOne,80.0,7.2,Up to 16 
Gravity Rush Remastered,2016.0,BluepointGames,Action;Action Adventure;Platformer;Open-World;3D,PlayStation4,80.0,8.3,No Online Multiplayer
BioShock Infinite: Burial at Sea - Episode Two,2014.0,IrrationalGames,Shooter;Sci-Fi;Action;Shooter;First-Person;Sci-Fi;Arcade,PC,80.0,8.5,not specified
The Walking Dead: Season Two - A Telltale Games Series,2013.0,TelltaleGames,Action;Adventure;General;General;Point-and-Click,PC,80.0,8.3,No Online Multiplayer
FLY'N,2012.0,Ankama,Miscellaneous;Puzzle;General;Puzzle;General,PC,80.0,8.1,not specified
Total War: Attila,2015.0,CreativeAssembly,Strategy;Real-Time;General;Historic,PC,80.0,7.4,not specified
The Wolf Among Us,2013.0,TelltaleGames,Action Adventure;Adventure;General;Fantasy;Point-and-Click,PC,80.0,8.8,not specified
EVERYTHING,2017.0,DavidOReilly,Action Adventure;Adventure;General,PlayStation4,80.0,7.1,No Online Multiplayer
TowerFall Ascension,2017.0,MattMakesGamesInc.,Action;General,XboxOne,80.0,6.6,not specified
ArcheAge,2014.0,XLGAMES,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,80.0,3.7,not specified
Resident Evil: Revelations,2013.0,Capcom,Action Adventure;Horror;Horror;Survival,WiiU,80.0,7.6,2 
Call of Duty: WWII,2017.0,SledgehammerGames,Action;Shooter;First-Person;Arcade,XboxOne,80.0,4.1,Up to 18 
SMITE,2015.0,Hi-RezStudios,Strategy;Real-Time;MOBA,XboxOne,80.0,7.5,Up to 10 
World of Tanks,2016.0,Wargaming.net,Action;Shooter;Third-Person;Tactical,PlayStation4,80.0,5.7,Up to 30 
Pushmo World,2014.0,IntelligentSystems,Miscellaneous;Puzzle;Logic,WiiU,80.0,8.0,not specified
Middle-earth: Shadow of War,2017.0,MonolithProductions,Action Adventure;Open-World,PlayStation4,80.0,3.8,No Online Multiplayer
Zero Escape: Zero Time Dilemma,2017.0,AksysGames,Adventure;Visual Novel,PlayStation4,80.0,7.2,not specified
Tales of Berseria,2017.0,BandaiNamcoGames,Japanese-Style;Role-Playing;Action RPG,PC,80.0,8.0,No Online Multiplayer
World of Van Helsing: Deathtrap,2016.0,NeocoreGames,Strategy;General,XboxOne,80.0,6.9,not specified
BADLAND: Game of the Year Edition,2015.0,Frogmind,Action;Action Adventure;Arcade;Linear,WiiU,80.0,7.5,not specified
Ziggurat,2015.0,MilkstoneStudios,Action;Shooter;First-Person;Arcade,PlayStation4,80.0,7.0,not specified
Forza Motorsport 5,2013.0,Turn10,GT / Street;Driving;Racing;Simulation;GT / Street;Automobile,XboxOne,79.0,6.0,Up to 16 
Dustforce,2012.0,Hitbox,Action;Platformer;Platformer;2D;2D,PC,79.0,7.9,not specified
Skylanders Imaginators,2016.0,ToysforBob,Action;Platformer;3D,PlayStation4,79.0,5.3,not specified
LocoRoco 2 Remastered,2017.0,SCEJapanStudio,Action;Platformer;2D,PlayStation4,79.0,7.2,not specified
Wolfenstein: The New Order,2014.0,MachineGames,General;Shooter;Historic;Action;Shooter;First-Person;Historic;Arcade,PlayStation4,79.0,8.1,not specified
Fractured Space,2016.0,EdgeCaseGames,Sci-Fi;Strategy;Real-Time;General,PC,79.0,7.8,Online Multiplayer
FIFA Soccer,2012.0,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStationVita,79.0,7.1,not specified
The Magic Circle,2015.0,"Questionary,Question",Adventure;3D;First-Person,PC,79.0,7.3,No Online Multiplayer
Dungeon of the Endless,2014.0,AmplitudeStudios,Strategy;Real-Time;General;Fantasy,PC,79.0,7.9,Online Multiplayer
Street Fighter X Tekken,2012.0,Capcom,Action;Fighting;Fighting;3D;2D;3D,PlayStationVita,79.0,7.5,Up to 8 
The Metronomicon: Slay the Dance Floor,2017.0,Puuba,Action;Rhythm;Music,PlayStation4,79.0,7.0,not specified
SOMA,2015.0,FrictionalGames,Horror;Horror;Action Adventure;Survival,PlayStation4,79.0,8.2,not specified
A Hat in Time,2017.0,GearsforBreakfast,Action;Platformer;3D,PlayStation4,79.0,7.6,No Online Multiplayer
Life is Strange: Before the Storm - Episode 2: Brave New World,2017.0,DeckNineGames,Action Adventure;General,PlayStation4,79.0,8.2,not specified
Rock Band 4,2015.0,HarmonixMusicSystems,Action;Rhythm;Music,XboxOne,79.0,6.5,Up to 4 
Need for Speed: Most Wanted - A Criterion Game,2012.0,CriterionGames,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStationVita,79.0,7.6,not specified
Stasis,2015.0,THEBROTHERHOOD,General;Miscellaneous;General,PC,79.0,7.6,not specified
Splasher,2017.0,Splashteam,Action;Platformer;2D,PC,79.0,8.0,No Online Multiplayer
Steredenn,2016.0,PixelnestStudio,Action;Shooter;Shoot-'Em-Up;Horizontal,XboxOne,79.0,6.1,not specified
The Evil Within,2014.0,TangoGameworks,Horror;Action Adventure;Horror;Survival,XboxOne,79.0,7.3,not specified
Warhammer: End Times - Vermintide,2015.0,"FatsharkAB,Fatshark",Action;Shooter;First-Person;Tactical,PC,79.0,7.8,not specified
Euro Truck Simulator 2,2013.0,SCSSoftware,Simulation;General;General;Vehicle;Civilian,PC,79.0,8.7,not specified
South Park: The Fractured But Whole,2017.0,UbisoftSanFrancisco,Role-Playing;General,PlayStation4,79.0,7.6,No Online Multiplayer
Wilson's Heart,2017.0,TwistedPixelGames,Action Adventure;Adventure;General,PC,79.0,8.3,not specified
Shantae and the Pirate's Curse,2016.0,WayForward,Action;Platformer;2D,XboxOne,79.0,8.1,not specified
Else Heart.Break(),2015.0,ErikSvedang,Role-Playing;General,PC,79.0,8.3,No Online Multiplayer
Cities: Skylines - After Dark,2015.0,ColossalOrder,Strategy;Management;Government,PC,79.0,7.8,not specified
Jotun,2015.0,ThunderLotusGames,Action;General,PC,79.0,6.9,No Online Multiplayer
Wipeout 2048,2012.0,StudioLiverpool,Driving;Racing;Arcade;Futuristic;Futuristic,PlayStationVita,79.0,8.2,not specified
Skylanders Swap Force,2013.0,VicariousVisions,Action;Platformer;Platformer;3D;3D,PlayStation4,79.0,5.2,not specified
Oxenfree,2016.0,NightSchoolStudio,Action Adventure;Adventure;General,PlayStation4,79.0,7.7,not specified
Dark Souls II: Scholar of the First Sin,2015.0,FromSoftware,Role-Playing;Action RPG,PC,79.0,7.4,not specified
Prey,2017.0,ArkaneStudios,General;Action;Shooter;First-Person;Arcade,PlayStation4,79.0,7.8,No Online Multiplayer
Valiant Hearts: The Great War,2014.0,UbisoftMontpellier,Platformer;2D;Action;Platformer;2D,PC,79.0,8.6,No Online Multiplayer
Payday 2,2013.0,OverkillSoftware,Action;Shooter;Shooter;First-Person;Fantasy;General;Fantasy;Arcade,PC,79.0,3.6,Online Multiplayer
Until Dawn,2015.0,SuperMassiveGames,Action Adventure;Horror;Survival;Adventure;3D;Third-Person,PlayStation4,79.0,8.3,No Online Multiplayer
Hyper Light Drifter,2016.0,HeartMachine,Role-Playing;Action RPG,PlayStation4,79.0,7.6,not specified
Geometry Wars 3: Dimensions,2014.0,LucidGames,Action;Shooter;Static;Shoot-'Em-Up;Top-Down,PC,79.0,6.2,not specified
LittleBigPlanet 3,2014.0,SumoDigital,Action;Platformer;2D,PlayStation4,79.0,7.2,Up to 4 
For Honor,2017.0,UbisoftMontreal,Action Adventure;General,XboxOne,79.0,5.9,Up to 8 
A Hat in Time,2017.0,GearsforBreakfast,Action;Platformer;3D,PC,79.0,8.5,No Online Multiplayer
Sang-Froid: Tales of Werewolves,2013.0,ArtificeStudio,Action;Action Adventure;General;General,PC,79.0,7.9,not specified
The Incredible Adventures of Van Helsing: Final Cut,2015.0,NeocoreGames,Role-Playing;Action RPG,PC,79.0,7.5,not specified
Hitman: Absolution,2012.0,"IoInteractive,NixxesSoftware",Action Adventure;Modern;General;Modern,PC,79.0,7.1,not specified
Jotun: Valhalla Edition,2016.0,ThunderLotusGames,Action;General,WiiU,79.0,6.4,not specified
Edge,2013.0,TwoTribes,General;Puzzle;Miscellaneous;Puzzle;General,WiiU,79.0,7.5,not specified
Alien: Isolation,2014.0,CreativeAssembly,Action Adventure;Sci-Fi;General;Survival,PlayStation4,79.0,8.2,No Online Multiplayer
Call of Juarez: Gunslinger,2013.0,Techland,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,79.0,8.2,not specified
Hob,2017.0,RunicGames,Action;General,PlayStation4,79.0,7.1,not specified
The Banner Saga,2016.0,Stoic,Role-Playing;General;Strategy;Turn-Based;Tactics,PlayStation4,79.0,7.6,not specified
Trials Fusion,2014.0,RedLynx,Driving;Racing;Arcade;Motorcycle;Automobile;Street;Street,PlayStation4,79.0,7.2,Up to 4 
LocoRoco,2017.0,SonyInteractiveEntertainment,Action;Platformer;2D,PlayStation4,79.0,7.1,not specified
Life is Strange: Before the Storm - Episode 1: Awake,2017.0,DeckNineGames,Action Adventure;General,XboxOne,79.0,8.3,not specified
Killing Floor 2,2017.0,TripwireInteractive,Action;Shooter;First-Person;Arcade,XboxOne,79.0,6.5,not specified
NieR: Automata - 3C3C1D119440927,2017.0,PlatinumGames,Role-Playing;Action RPG,PlayStation4,79.0,7.2,not specified
Fallout 4: Far Harbor,2016.0,BethesdaGameStudios,Role-Playing;Western-Style,PC,79.0,6.6,not specified
King's Quest Chapter 3: Once Upon a Climb,2016.0,TheOddGentlemen,Adventure;General,PlayStation4,79.0,6.9,not specified
Goetia,2016.0,Sushee,Adventure;Point-and-Click,PC,79.0,7.6,No Online Multiplayer
Dying Light: The Following,2016.0,Techland,Action Adventure;Survival,PC,79.0,8.3,not specified
Tom Clancy's The Division,2016.0,MassiveEntertainment,Shooter;Modern;Modern;Action;Shooter;Third-Person;Tactical;Arcade,PC,79.0,6.0,not specified
Resident Evil 4: Ultimate HD Edition,2014.0,"Capcom,QLOC",Action Adventure;Horror;Survival,PC,79.0,8.1,No Online Multiplayer
Naruto Shippuden: Ultimate Ninja Storm 4,2016.0,CyberConnect2,Action;Fighting;3D,PlayStation4,79.0,8.1,Up to 8 
Retro City Rampage,2012.0,VblankEntertainmentInc.,Action Adventure;Adventure;3D;Open-World;Modern;Third-Person;Modern,PlayStationVita,79.0,7.8,not specified
Rock of Ages 2: Bigger & Boulder,2017.0,ACETeam,Action;General,PlayStation4,79.0,7.4,Up to 4 
Kelvin and the Infamous Machine,2016.0,Blyts,Adventure;Point-and-Click,PC,79.0,7.9,No Online Multiplayer
OlliOlli,2014.0,TomHegarty,Sports;Alternative;Individual;Skateboarding;Skate / Skateboard,PlayStationVita,79.0,8.0,not specified
Sid Meier's Civilization: Beyond Earth - Rising Tide,2015.0,FiraxisGames,Strategy;Turn-Based;General;4X,PC,79.0,6.0,not specified
Memoria,2013.0,DaedalicEntertainment,Adventure;General;General;Point-and-Click,PC,79.0,8.2,not specified
The Last Door,2014.0,TheGameKitchen,Adventure;General,PC,79.0,7.7,not specified
Shooty Fruity,2017.0,nDreams,Action;Shooter;Light Gun,PlayStation4,79.0,5.9,not specified
The Inner World: The Last Wind Monk,2017.0,Fizbin,Adventure;General,PC,79.0,7.3,No Online Multiplayer
Cat Quest,2017.0,TheGentlebros,Role-Playing;Action RPG,PC,79.0,7.9,No Online Multiplayer
Teslagrad,2014.0,RainGames,Action;Platformer;Platformer;2D;2D,WiiU,79.0,8.1,not specified
ECHO,2017.0,UltraUltra,Action Adventure;General,PlayStation4,79.0,7.1,No Online Multiplayer
Hitman - Episode 2: Sapienza,2016.0,IoInteractive,Action Adventure;General,XboxOne,79.0,6.5,not specified
SMITE,2016.0,Hi-RezStudios,Strategy;Real-Time;MOBA,PlayStation4,79.0,6.9,Up to 10 
Wolfenstein: The New Order,2014.0,MachineGames,General;Shooter;Historic;Action;Shooter;First-Person;Historic;Arcade,XboxOne,79.0,7.8,No Online Multiplayer
Pillars of Eternity: The White March - Part 2,2016.0,ObsidianEntertainment,Role-Playing;Western-Style,PC,79.0,7.1,not specified
Little Inferno,2012.0,TomorrowCorporation,Miscellaneous;Puzzle;Action;Puzzle;Action,WiiU,79.0,7.5,not specified
Driveclub Bikes,2015.0,EvolutionStudios,Racing;Simulation;Automobile,PlayStation4,79.0,7.6,Up to 12 
Trackmania Turbo,2016.0,Nadeo,Racing;Arcade;Automobile,PC,79.0,7.0,not specified
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,2015.0,TelltaleGames,Adventure;General,PC,79.0,8.4,not specified
Battle Chasers: Nightwar,2017.0,AirshipSyndicateEntertainment,Role-Playing;Action RPG;Japanese-Style,PC,79.0,7.6,No Online Multiplayer
Nioh: Defiant Honor,2017.0,TeamNinja,Role-Playing;Action RPG,PlayStation4,79.0,6.6,not specified
The King of Fighters XIV,2016.0,"SNKPlaymore,SNKCorporation",Action;Fighting;2D,PlayStation4,79.0,8.3,Up to 12 
Tales of Berseria,2017.0,BandaiNamcoGames,Japanese-Style;Role-Playing;Action RPG,PlayStation4,79.0,7.9,No Online Multiplayer
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,2016.0,SpikeChunsoft,Role-Playing;Roguelike,PlayStationVita,79.0,8.0,2 
Race the Sun,2013.0,Flippfly,Action;Racing;General;General;Arcade;Futuristic,PC,79.0,7.3,No Online Multiplayer
Hitman - Episode 3: Marrakesh,2016.0,IoInteractive,Action Adventure;General,PC,79.0,5.7,not specified
Pac-Man 256,2016.0,HIPSTERWHALE,Action;General;Arcade,PlayStation4,79.0,7.1,not specified
Alienation,2016.0,Housemarque,Sci-Fi;Action;Shooter;Third-Person;Arcade,PlayStation4,79.0,7.8,Up to 4 
Zwei: The Ilvard Insurrection,2017.0,Falcom,Role-Playing;Action RPG,PC,79.0,8.2,not specified
Torment: Tides of Numenera,2017.0,InXileEntertainment,General;Role-Playing;Western-Style,XboxOne,79.0,6.7,not specified
Hand of Fate,2015.0,DefiantDevelopment,Role-Playing;Miscellaneous;General;Board / Card Game,PlayStation4,79.0,7.5,not specified
Stick it to the Man!,2013.0,Zoink!,Action;Platformer;3D,PC,79.0,7.3,No Online Multiplayer
Street Fighter X Tekken,2012.0,"Capcom,QLOC",Action;Fighting;Fighting;3D;2D;3D,PC,79.0,6.3,not specified
Frozen Cortex,2015.0,Mode7Games,General;Sports;Team;Futuristic,PC,79.0,6.5,not specified
Tacoma,2017.0,"TheFullbrightCompany,Fullbright",Adventure;General,XboxOne,79.0,6.6,not specified
Halo Wars 2,2017.0,CreativeAssembly,Strategy;Real-Time;General,XboxOne,79.0,6.0,not specified
Anarcute,2016.0,Anarteam,Action;General,PC,79.0,7.6,No Online Multiplayer
Homeworld: Deserts of Kharak,2016.0,BlackbirdInteractive,Strategy;Real-Time;Command,PC,79.0,8.0,not specified
Don't Starve,2013.0,KleiEntertainment,Action Adventure;Fantasy;General;Fantasy;Sandbox,PC,79.0,8.3,No Online Multiplayer
Hue,2016.0,FiddlesticksGames,Puzzle;Action,PC,79.0,7.6,No Online Multiplayer
Assault Android Cactus,2015.0,WitchBeam,General;General;Scrolling;Action;Shooter;Shoot-'Em-Up;Top-Down,PC,79.0,7.0,No Online Multiplayer
Pro Evolution Soccer 2015,2014.0,Konami,Action;General;Sports;Traditional;Team;Soccer;Sim,XboxOne,79.0,7.0,Up to 22 
Heat Signature,2017.0,TomFrancis,Action;General,PC,79.0,8.3,not specified
Chivalry: Medieval Warfare,2012.0,TornBannerStudios,Action;Strategy;General;General;General,PC,79.0,7.8,not specified
Wonder Boy: The Dragon's Trap,2017.0,Lizardcube,Action Adventure;General,PlayStation4,79.0,7.6,not specified
Hearthstone: Journey to Un'Goro,2017.0,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,79.0,4.4,not specified
Scram Kitty and His Buddy on Rails,2014.0,DakkoDakko,General;Action;General,WiiU,79.0,7.7,not specified
Atelier Rorona Plus: The Alchemist of Arland,2014.0,Gust,Role-Playing;General;Japanese-Style,PlayStationVita,79.0,7.9,not specified
The Metronomicon,2016.0,Puuba,Action;Rhythm;Music,PC,79.0,7.1,not specified
The Book of Unwritten Tales 2,2015.0,KINGArt,Adventure;General;Point-and-Click,XboxOne,79.0,6.9,not specified
Tom Clancy's Rainbow Six Siege,2015.0,UbisoftMontreal,Modern;Action;Shooter;First-Person;Tactical,PC,79.0,7.1,not specified
Mantis Burn Racing,2016.0,VooFooStudios,Racing;Arcade;Automobile,XboxOne,79.0,7.4,not specified
EVERSPACE,2017.0,ROCKFISHGames,Action;General;Action Adventure;Open-World,PC,79.0,7.5,No Online Multiplayer
Dark Souls II: Crown of the Old Iron King,2014.0,FromSoftware,Role-Playing;Action RPG,PC,79.0,7.6,not specified
TrackMania 2 Valley,2013.0,Nadeo,Driving;Racing;Arcade;Arcade;Automobile,PC,79.0,8.1,not specified
State of Decay,2013.0,UndeadLabs,Action Adventure;Horror;Horror;Survival,PC,79.0,6.9,No Online Multiplayer
EA Sports UFC 2,2016.0,EASports,Sports;General;Individual;Combat;Boxing / Martial Arts,PlayStation4,79.0,5.7,2 
